"years","TotalHIVtests_baseline","TotalHIVtests_2025","TotalHIVtests_2030","TotalHIVtests_2035","TotalHIVtests_2040","TotalHIVtests_2045","TotalHIVtests_2050","TotalHIVtests_2055","TotalHIVtests_2060","TotalHIVtests_2065","TotalNewHIV_baseline","TotalNewHIV_2025","TotalNewHIV_2030","TotalNewHIV_2035","TotalNewHIV_2040","TotalNewHIV_2045","TotalNewHIV_2050","TotalNewHIV_2055","TotalNewHIV_2060","TotalNewHIV_2065","LYlostAIDS_baseline","LYlostAIDS_2025","LYlostAIDS_2030","LYlostAIDS_2035","LYlostAIDS_2040","LYlostAIDS_2045","LYlostAIDS_2050","LYlostAIDS_2055","LYlostAIDS_2060","LYlostAIDS_2065","AIDSdeathsAdultM_baseline","AIDSdeathsAdultM_2025","AIDSdeathsAdultM_2030","AIDSdeathsAdultM_2035","AIDSdeathsAdultM_2040","AIDSdeathsAdultM_2045","AIDSdeathsAdultM_2050","AIDSdeathsAdultM_2055","AIDSdeathsAdultM_2060","AIDSdeathsAdultM_2065","AIDSdeathsAdultF_baseline","AIDSdeathsAdultF_2025","AIDSdeathsAdultF_2030","AIDSdeathsAdultF_2035","AIDSdeathsAdultF_2040","AIDSdeathsAdultF_2045","AIDSdeathsAdultF_2050","AIDSdeathsAdultF_2055","AIDSdeathsAdultF_2060","AIDSdeathsAdultF_2065","DiagnosedHIV_M_baseline","DiagnosedHIV_M_2025","DiagnosedHIV_M_2030","DiagnosedHIV_M_2035","DiagnosedHIV_M_2040","DiagnosedHIV_M_2045","DiagnosedHIV_M_2050","DiagnosedHIV_M_2055","DiagnosedHIV_M_2060","DiagnosedHIV_M_2065","DiagnosedHIV_F_baseline","DiagnosedHIV_F_2025","DiagnosedHIV_F_2030","DiagnosedHIV_F_2035","DiagnosedHIV_F_2040","DiagnosedHIV_F_2045","DiagnosedHIV_F_2050","DiagnosedHIV_F_2055","DiagnosedHIV_F_2060","DiagnosedHIV_F_2065","Number1stHIVtestsPos_baseline","Number1stHIVtestsPos_2025","Number1stHIVtestsPos_2030","Number1stHIVtestsPos_2035","Number1stHIVtestsPos_2040","Number1stHIVtestsPos_2045","Number1stHIVtestsPos_2050","Number1stHIVtestsPos_2055","Number1stHIVtestsPos_2060","Number1stHIVtestsPos_2065","StartingARTtot_baseline","StartingARTtot_2025","StartingARTtot_2030","StartingARTtot_2035","StartingARTtot_2040","StartingARTtot_2045","StartingARTtot_2050","StartingARTtot_2055","StartingARTtot_2060","StartingARTtot_2065","Prop1stHIVtestsPos_baseline","Prop1stHIVtestsPos_2025","Prop1stHIVtestsPos_2030","Prop1stHIVtestsPos_2035","Prop1stHIVtestsPos_2040","Prop1stHIVtestsPos_2045","Prop1stHIVtestsPos_2050","Prop1stHIVtestsPos_2055","Prop1stHIVtestsPos_2060","Prop1stHIVtestsPos_2065","NewDiagnosesPregnancy_baseline","NewDiagnosesPregnancy_2025","NewDiagnosesPregnancy_2030","NewDiagnosesPregnancy_2035","NewDiagnosesPregnancy_2040","NewDiagnosesPregnancy_2045","NewDiagnosesPregnancy_2050","NewDiagnosesPregnancy_2055","NewDiagnosesPregnancy_2060","NewDiagnosesPregnancy_2065","TotalART15F_baseline","TotalART15F_2025","TotalART15F_2030","TotalART15F_2035","TotalART15F_2040","TotalART15F_2045","TotalART15F_2050","TotalART15F_2055","TotalART15F_2060","TotalART15F_2065","TotalART15M_baseline","TotalART15M_2025","TotalART15M_2030","TotalART15M_2035","TotalART15M_2040","TotalART15M_2045","TotalART15M_2050","TotalART15M_2055","TotalART15M_2060","TotalART15M_2065","RediagnosesPregnancy_baseline","RediagnosesPregnancy_2025","RediagnosesPregnancy_2030","RediagnosesPregnancy_2035","RediagnosesPregnancy_2040","RediagnosesPregnancy_2045","RediagnosesPregnancy_2050","RediagnosesPregnancy_2055","RediagnosesPregnancy_2060","RediagnosesPregnancy_2065","TotANCtests_baseline","TotANCtests_2025","TotANCtests_2030","TotANCtests_2035","TotANCtests_2040","TotANCtests_2045","TotANCtests_2050","TotANCtests_2055","TotANCtests_2060","TotANCtests_2065","TotalAIDSdeathsAdult_baseline","TotalAIDSdeathsAdult_2025","TotalAIDSdeathsAdult_2030","TotalAIDSdeathsAdult_2035","TotalAIDSdeathsAdult_2040","TotalAIDSdeathsAdult_2045","TotalAIDSdeathsAdult_2050","TotalAIDSdeathsAdult_2055","TotalAIDSdeathsAdult_2060","TotalAIDSdeathsAdult_2065","TotalARTAdult_baseline","TotalARTAdult_2025","TotalARTAdult_2030","TotalARTAdult_2035","TotalARTAdult_2040","TotalARTAdult_2045","TotalARTAdult_2050","TotalARTAdult_2055","TotalARTAdult_2060","TotalARTAdult_2065","TotalDiagnosedHIV_baseline","TotalDiagnosedHIV_2025","TotalDiagnosedHIV_2030","TotalDiagnosedHIV_2035","TotalDiagnosedHIV_2040","TotalDiagnosedHIV_2045","TotalDiagnosedHIV_2050","TotalDiagnosedHIV_2055","TotalDiagnosedHIV_2060","TotalDiagnosedHIV_2065","ANCTestPositivity_baseline","ANCTestPositivity_2025","ANCTestPositivity_2030","ANCTestPositivity_2035","ANCTestPositivity_2040","ANCTestPositivity_2045","ANCTestPositivity_2050","ANCTestPositivity_2055","ANCTestPositivity_2060","ANCTestPositivity_2065","ARTinitiationRatio_baseline","ARTinitiationRatio_2025","ARTinitiationRatio_2030","ARTinitiationRatio_2035","ARTinitiationRatio_2040","ARTinitiationRatio_2045","ARTinitiationRatio_2050","ARTinitiationRatio_2055","ARTinitiationRatio_2060","ARTinitiationRatio_2065","TotalARTRatio_baseline","TotalARTRatio_2025","TotalARTRatio_2030","TotalARTRatio_2035","TotalARTRatio_2040","TotalARTRatio_2045","TotalARTRatio_2050","TotalARTRatio_2055","TotalARTRatio_2060","TotalARTRatio_2065","TotalTestPositivity_baseline","TotalTestPositivity_2025","TotalTestPositivity_2030","TotalTestPositivity_2035","TotalTestPositivity_2040","TotalTestPositivity_2045","TotalTestPositivity_2050","TotalTestPositivity_2055","TotalTestPositivity_2060","TotalTestPositivity_2065"
2017,13147050,13147050,13147050,13147050,13147050,13147050,13147050,13147050,13147050,13147050,261603,261603,2781970,34688.55,28043.1,2209585,4166150,329370,585861.5,0.0250538,2781965,261603,2781970,34688.55,28043.1,2209585,4166150,329370,585861.5,0.0250538,34688.5,261603,2781970,34688.55,28043.1,2209585,4166150,329370,585861.5,0.0250538,28043.1,261603,2781970,34688.55,28043.1,2209585,4166150,329370,585861.5,0.0250538,2209585,261603,2781970,34688.55,28043.1,2209585,4166150,329370,585861.5,0.0250538,4166150,261603,2781970,34688.55,28043.1,2209585,4166150,329370,585861.5,0.0250538,329369.5,261603,2781970,34688.55,28043.1,2209585,4166150,329370,585861.5,0.0250538,585861.5,261603,2781970,34688.55,28043.1,2209585,4166150,329370,585861.5,0.0250538,0.0250536,261603,2781970,34688.55,28043.1,2209585,4166150,329370,585861.5,0.0250538,30914.25,261603,2781970,34688.55,28043.1,2209585,4166150,329370,585861.5,0.0250538,2971150,261603,2781970,34688.55,28043.1,2209585,4166150,329370,585861.5,0.0250538,1293310,261603,2781970,34688.55,28043.1,2209585,4166150,329370,585861.5,0.0250538,77128.45,261603,2781970,34688.55,28043.1,2209585,4166150,329370,585861.5,0.0250538,1692915,261603,2781970,34688.55,28043.1,2209585,4166150,329370,585861.5,0.0250538,62731.6,523206,5563940,69377.1,56086.2,4419170,8332300,658740,1171723,0.0501076,4264460,523206,5563940,69377.1,56086.2,4419170,8332300,658740,1171723,0.0501076,6375735,523206,5563940,69377.1,56086.2,4419170,8332300,658740,1171723,0.0501076,1.82609581697841,100,100,100,100,100,100,100,100,100,1.77873634322547,1,1,1,1,1,1,1,1,1,0.668857786592448,1,1,1,1,1,1,1,1,1,2.50527304604455,1.98982281196162,21.1604124119099,0.263850445537212,0.213303364633131,16.806698080558,31.6888579567279,2.50527684917909,4.45622021670261,1.90565944451417e-07
2018,14043200,14043200,14043200,14043200,14043200,14043200,14043200,14043200,14043200,14043200,242258.5,242259,2546480,32404.6,25841.85,2307790,4329835,305407.5,482802,0.02174885,2546475,242259,2546480,32404.6,25841.85,2307790,4329835,305407.5,482802,0.02174885,32404.55,242259,2546480,32404.6,25841.85,2307790,4329835,305407.5,482802,0.02174885,25841.8,242259,2546480,32404.6,25841.85,2307790,4329835,305407.5,482802,0.02174885,2307790,242259,2546480,32404.6,25841.85,2307790,4329835,305407.5,482802,0.02174885,4329835,242259,2546480,32404.6,25841.85,2307790,4329835,305407.5,482802,0.02174885,305407,242259,2546480,32404.6,25841.85,2307790,4329835,305407.5,482802,0.02174885,482802,242259,2546480,32404.6,25841.85,2307790,4329835,305407.5,482802,0.02174885,0.02174865,242259,2546480,32404.6,25841.85,2307790,4329835,305407.5,482802,0.02174885,27556.65,242259,2546480,32404.6,25841.85,2307790,4329835,305407.5,482802,0.02174885,3255645,242259,2546480,32404.6,25841.85,2307790,4329835,305407.5,482802,0.02174885,1424005,242259,2546480,32404.6,25841.85,2307790,4329835,305407.5,482802,0.02174885,66634.85,242259,2546480,32404.6,25841.85,2307790,4329835,305407.5,482802,0.02174885,1687130,242259,2546480,32404.6,25841.85,2307790,4329835,305407.5,482802,0.02174885,58246.35,484518,5092960,64809.2,51683.7,4615580,8659670,610815,965604,0.0434977,4679650,484518,5092960,64809.2,51683.7,4615580,8659670,610815,965604,0.0434977,6637625,484518,5092960,64809.2,51683.7,4615580,8659670,610815,965604,0.0434977,1.63334479263601,100,100,100,100,100,100,100,100,100,1.58084785221033,1,1,1,1,1,1,1,1,1,0.705018737876876,1,1,1,1,1,1,1,1,1,2.1747678591774,1.72509826820098,18.1331890167483,0.230749401845733,0.184016819528313,16.4335051840036,30.8322533325738,2.17477141961946,3.43797709923664,1.54871040788424e-07
2019,17810050,17810050,17810050,17810050,17810050,17810050,17810050,17810050,17810050,17810050,223805.5,223806,2346870,30527.45,24035,2396860,4484915,303891,408077.5,0.017064,2346860,223806,2346870,30527.45,24035,2396860,4484915,303891,408077.5,0.017064,30527.4,223806,2346870,30527.45,24035,2396860,4484915,303891,408077.5,0.017064,24035,223806,2346870,30527.45,24035,2396860,4484915,303891,408077.5,0.017064,2396860,223806,2346870,30527.45,24035,2396860,4484915,303891,408077.5,0.017064,4484910,223806,2346870,30527.45,24035,2396860,4484915,303891,408077.5,0.017064,303890.5,223806,2346870,30527.45,24035,2396860,4484915,303891,408077.5,0.017064,408077,223806,2346870,30527.45,24035,2396860,4484915,303891,408077.5,0.017064,0.0170638,223806,2346870,30527.45,24035,2396860,4484915,303891,408077.5,0.017064,23730.65,223806,2346870,30527.45,24035,2396860,4484915,303891,408077.5,0.017064,3492590,223806,2346870,30527.45,24035,2396860,4484915,303891,408077.5,0.017064,1529790,223806,2346870,30527.45,24035,2396860,4484915,303891,408077.5,0.017064,59883.25,223806,2346870,30527.45,24035,2396860,4484915,303891,408077.5,0.017064,1689355,223806,2346870,30527.45,24035,2396860,4484915,303891,408077.5,0.017064,54562.4,447612,4693740,61054.9,48070,4793720,8969830,607782,816155,0.034128,5022380,447612,4693740,61054.9,48070,4793720,8969830,607782,816155,0.034128,6881770,447612,4693740,61054.9,48070,4793720,8969830,607782,816155,0.034128,1.40471659301923,100,100,100,100,100,100,100,100,100,1.34284224087295,1,1,1,1,1,1,1,1,1,0.729809336842121,1,1,1,1,1,1,1,1,1,1.70628661907182,1.25662757824936,13.1772229724229,0.171405751247189,0.134951895137858,13.457907192849,25.1819337958063,1.7062894264755,2.29127655452961,9.58110729616144e-08
2020,13696650,13696650,13696650,13696650,13696650,13696650,13696650,13696650,13696650,13696650,214729,214729.5,2198345,29168,22880.15,2479410,4637915,215413.5,279477,0.01572845,2198335,214729.5,2198345,29168,22880.15,2479410,4637915,215413.5,279477,0.01572845,29168,214729.5,2198345,29168,22880.15,2479410,4637915,215413.5,279477,0.01572845,22880.1,214729.5,2198345,29168,22880.15,2479410,4637915,215413.5,279477,0.01572845,2479410,214729.5,2198345,29168,22880.15,2479410,4637915,215413.5,279477,0.01572845,4637915,214729.5,2198345,29168,22880.15,2479410,4637915,215413.5,279477,0.01572845,215413,214729.5,2198345,29168,22880.15,2479410,4637915,215413.5,279477,0.01572845,279476.5,214729.5,2198345,29168,22880.15,2479410,4637915,215413.5,279477,0.01572845,0.0157282,214729.5,2198345,29168,22880.15,2479410,4637915,215413.5,279477,0.01572845,21805,214729.5,2198345,29168,22880.15,2479410,4637915,215413.5,279477,0.01572845,3683275,214729.5,2198345,29168,22880.15,2479410,4637915,215413.5,279477,0.01572845,1615570,214729.5,2198345,29168,22880.15,2479410,4637915,215413.5,279477,0.01572845,58583.45,214729.5,2198345,29168,22880.15,2479410,4637915,215413.5,279477,0.01572845,1701570,214729.5,2198345,29168,22880.15,2479410,4637915,215413.5,279477,0.01572845,52048.1,429459,4396690,58336,45760.3,4958820,9275830,430827,558954,0.0314569,5298845,429459,4396690,58336,45760.3,4958820,9275830,430827,558954,0.0314569,7117325,429459,4396690,58336,45760.3,4958820,9275830,430827,558954,0.0314569,1.28146358950851,100,100,100,100,100,100,100,100,100,1.29739848569956,1,1,1,1,1,1,1,1,1,0.744499513511045,1,1,1,1,1,1,1,1,1,1.57274223989078,1.56775196854705,16.0502385619841,0.212957182960797,0.167049241967926,18.1023096888655,33.8616742050063,1.57274589041846,2.04047705095772,1.14834284295795e-07
2021,14422250,14422250,14422250,14422250,14422250,14422250,14422250,14422250,14422250,14422200,202579.5,202580,2115955,28641.8,22252.15,2508660,4713415,213081.5,264532,0.01486225,2115945,202580,2115955,28641.8,22252.15,2508660,4713415,213081.5,264532,0.01486225,28641.75,202580,2115955,28641.8,22252.15,2508660,4713415,213081.5,264532,0.01486225,22252.1,202580,2115955,28641.8,22252.15,2508660,4713415,213081.5,264532,0.01486225,2508660,202580,2115955,28641.8,22252.15,2508660,4713415,213081.5,264532,0.01486225,4713410,202580,2115955,28641.8,22252.15,2508660,4713415,213081.5,264532,0.01486225,213081,202580,2115955,28641.8,22252.15,2508660,4713415,213081.5,264532,0.01486225,264529,202580,2115955,28641.8,22252.15,2508660,4713415,213081.5,264532,0.01486225,0.01486195,202580,2115955,28641.8,22252.15,2508660,4713415,213081.5,264532,0.01486225,21041.55,202580,2115955,28641.8,22252.15,2508660,4713415,213081.5,264532,0.01486225,3723730,202580,2115955,28641.8,22252.15,2508660,4713415,213081.5,264532,0.01486225,1623375,202580,2115955,28641.8,22252.15,2508660,4713415,213081.5,264532,0.01486225,54885.25,202580,2115955,28641.8,22252.15,2508660,4713415,213081.5,264532,0.01486225,1697590,202580,2115955,28641.8,22252.15,2508660,4713415,213081.5,264532,0.01486225,50893.85,405160,4231910,57283.6,44504.3,5017320,9426830,426163,529064,0.0297245,5347105,405160,4231910,57283.6,44504.3,5017320,9426830,426163,529064,0.0297245,7222070,405160,4231910,57283.6,44504.3,5017320,9426830,426163,529064,0.0297245,1.23949540230562,100,100,100,100,100,100,100,100,100,1.24144808781637,1,1,1,1,1,1,1,1,1,0.740383989631781,1,1,1,1,1,1,1,1,1,1.4774463069216,1.40463519908475,14.6714624971832,0.198594532753211,0.154290419317374,17.3943732774012,32.681551075595,1.47744977378703,1.83419369377178,1.03051198846223e-07
2022,15992550,15992550,15992550,15992550,15992550,15992550,15992550,15992550,15992550,15992500,191685,191685.5,2039555,27963.35,21854.35,2537285,4800720,212187.5,260400,0.01348495,2039545,191685.5,2039555,27963.35,21854.35,2537285,4800720,212187.5,260400,0.01348495,27963.3,191685.5,2039555,27963.35,21854.35,2537285,4800720,212187.5,260400,0.01348495,21854.35,191685.5,2039555,27963.35,21854.35,2537285,4800720,212187.5,260400,0.01348495,2537285,191685.5,2039555,27963.35,21854.35,2537285,4800720,212187.5,260400,0.01348495,4800715,191685.5,2039555,27963.35,21854.35,2537285,4800720,212187.5,260400,0.01348495,212186.5,191685.5,2039555,27963.35,21854.35,2537285,4800720,212187.5,260400,0.01348495,260395.5,191685.5,2039555,27963.35,21854.35,2537285,4800720,212187.5,260400,0.01348495,0.01348465,191685.5,2039555,27963.35,21854.35,2537285,4800720,212187.5,260400,0.01348495,19606.7,191685.5,2039555,27963.35,21854.35,2537285,4800720,212187.5,260400,0.01348495,3837775,191685.5,2039555,27963.35,21854.35,2537285,4800720,212187.5,260400,0.01348495,1680610,191685.5,2039555,27963.35,21854.35,2537285,4800720,212187.5,260400,0.01348495,52023.85,191685.5,2039555,27963.35,21854.35,2537285,4800720,212187.5,260400,0.01348495,1705145,191685.5,2039555,27963.35,21854.35,2537285,4800720,212187.5,260400,0.01348495,49817.65,383371,4079110,55926.7,43708.7,5074570,9601440,424375,520800,0.0269699,5518385,383371,4079110,55926.7,43708.7,5074570,9601440,424375,520800,0.0269699,7338000,383371,4079110,55926.7,43708.7,5074570,9601440,424375,520800,0.0269699,1.14985529089901,100,100,100,100,100,100,100,100,100,1.22720107075615,1,1,1,1,1,1,1,1,1,0.75202848187517,1,1,1,1,1,1,1,1,1,1.32678340852459,1.19859246961867,12.7531569386996,0.174852353126925,0.136653316700589,15.8654185855289,30.0184773535177,1.32678966143611,1.62825815770468,8.43204627168985e-08
2023,16387850,16387850,16387850,16387850,16387850,16387850,16387850,16387850,16387800,16387800,181099,181099.5,1956210,26970.25,21609.35,2566980,4892615,197419,243540,0.0122967,1956205,181099.5,1956210,26970.25,21609.35,2566980,4892615,197419,243540,0.0122967,26970.2,181099.5,1956210,26970.25,21609.35,2566980,4892615,197419,243540,0.0122967,21609.35,181099.5,1956210,26970.25,21609.35,2566980,4892615,197419,243540,0.0122967,2566980,181099.5,1956210,26970.25,21609.35,2566980,4892615,197419,243540,0.0122967,4892615,181099.5,1956210,26970.25,21609.35,2566980,4892615,197419,243540,0.0122967,197418,181099.5,1956210,26970.25,21609.35,2566980,4892615,197419,243540,0.0122967,243535,181099.5,1956210,26970.25,21609.35,2566980,4892615,197419,243540,0.0122967,0.0122965,181099.5,1956210,26970.25,21609.35,2566980,4892615,197419,243540,0.0122967,18083.35,181099.5,1956210,26970.25,21609.35,2566980,4892615,197419,243540,0.0122967,3938565,181099.5,1956210,26970.25,21609.35,2566980,4892615,197419,243540,0.0122967,1740540,181099.5,1956210,26970.25,21609.35,2566980,4892615,197419,243540,0.0122967,49333.55,181099.5,1956210,26970.25,21609.35,2566980,4892615,197419,243540,0.0122967,1715985,181099.5,1956210,26970.25,21609.35,2566980,4892615,197419,243540,0.0122967,48579.55,362199,3912420,53940.5,43218.7,5133960,9785230,394838,487080,0.0245934,5679105,362199,3912420,53940.5,43218.7,5133960,9785230,394838,487080,0.0245934,7459595,362199,3912420,53940.5,43218.7,5133960,9785230,394838,487080,0.0245934,1.05381748674959,100,100,100,100,100,100,100,100,100,1.23360078614919,1,1,1,1,1,1,1,1,1,0.761315460155679,1,1,1,1,1,1,1,1,1,1.20466077002169,1.10508394938933,11.9369532916154,0.164574669648551,0.13186201972803,15.663921746904,29.8551365798442,1.20466687210342,1.48610551751913,7.50356972870062e-08
2024,16789750,16789750,16789750,16789750,16789750,16789750,16789750,16789750,16789700,16789650,175545,175545,1867035,25716.95,21431.9,2591950,4977070,185507,220075.5,0.01130226,1867030,175545,1867035,25716.95,21431.9,2591950,4977070,185507,220075.5,0.01130226,25716.9,175545,1867035,25716.95,21431.9,2591950,4977070,185507,220075.5,0.01130226,21431.9,175545,1867035,25716.95,21431.9,2591950,4977070,185507,220075.5,0.01130226,2591950,175545,1867035,25716.95,21431.9,2591950,4977070,185507,220075.5,0.01130226,4977065,175545,1867035,25716.95,21431.9,2591950,4977070,185507,220075.5,0.01130226,185506.5,175545,1867035,25716.95,21431.9,2591950,4977070,185507,220075.5,0.01130226,220072,175545,1867035,25716.95,21431.9,2591950,4977070,185507,220075.5,0.01130226,0.01130207,175545,1867035,25716.95,21431.9,2591950,4977070,185507,220075.5,0.01130226,16898.95,175545,1867035,25716.95,21431.9,2591950,4977070,185507,220075.5,0.01130226,4031075,175545,1867035,25716.95,21431.9,2591950,4977070,185507,220075.5,0.01130226,1794855,175545,1867035,25716.95,21431.9,2591950,4977070,185507,220075.5,0.01130226,46942.65,175545,1867035,25716.95,21431.9,2591950,4977070,185507,220075.5,0.01130226,1728835,175545,1867035,25716.95,21431.9,2591950,4977070,185507,220075.5,0.01130226,47148.8,351090,3734070,51433.9,42863.8,5183900,9954140,371014,440151,0.02260452,5825930,351090,3734070,51433.9,42863.8,5183900,9954140,371014,440151,0.02260452,7569015,351090,3734070,51433.9,42863.8,5183900,9954140,371014,440151,0.02260452,0.977476161692701,100,100,100,100,100,100,100,100,100,1.18633039812621,1,1,1,1,1,1,1,1,1,0.769707815349818,1,1,1,1,1,1,1,1,1,1.10487946514987,1.04554862341607,11.1200881490195,0.153170535594634,0.127648714245298,15.4376926398547,29.6435027323218,1.10488244315728,1.31077684532779,6.73168291179387e-08
2025,17205350,3266000,17205350,17205350,17205350,17205350,17205350,17205350,17205300,17205250,170829,173323.5,1792790,24805.95,21337.7,2612605,5055275,176522.5,202423.5,0.01050561,1792785,173323.5,1792790,24805.95,21337.7,2612605,5055275,176522.5,202423.5,0.01050561,24805.9,173323.5,1792790,24805.95,21337.7,2612605,5055275,176522.5,202423.5,0.01050561,21337.7,173323.5,1792790,24805.95,21337.7,2612605,5055275,176522.5,202423.5,0.01050561,2612605,173323.5,1792790,24805.95,21337.7,2612605,5055275,176522.5,202423.5,0.01050561,5055270,173323.5,1792790,24805.95,21337.7,2612605,5055275,176522.5,202423.5,0.01050561,176522.5,173323.5,1792790,24805.95,21337.7,2612605,5055275,176522.5,202423.5,0.01050561,202421,173323.5,1792790,24805.95,21337.7,2612605,5055275,176522.5,202423.5,0.01050561,0.01050546,173323.5,1792790,24805.95,21337.7,2612605,5055275,176522.5,202423.5,0.01050561,16029.4,173323.5,1792790,24805.95,21337.7,2612605,5055275,176522.5,202423.5,0.01050561,4108580,173323.5,1792790,24805.95,21337.7,2612605,5055275,176522.5,202423.5,0.01050561,1826200,173323.5,1792790,24805.95,21337.7,2612605,5055275,176522.5,202423.5,0.01050561,44747.65,173323.5,1792790,24805.95,21337.7,2612605,5055275,176522.5,202423.5,0.01050561,1742955,173323.5,1792790,24805.95,21337.7,2612605,5055275,176522.5,202423.5,0.01050561,46143.6,346647,3585580,49611.9,42675.4,5225210,10110550,353045,404847,0.02101122,5934780,346647,3585580,49611.9,42675.4,5225210,10110550,353045,404847,0.02101122,7667875,346647,3585580,49611.9,42675.4,5225210,10110550,353045,404847,0.02101122,0.919668035032459,100,100,100,100,100,100,100,100,100,1.14671500800181,1,1,1,1,1,1,1,1,1,0.773979753191073,1,1,1,1,1,1,1,1,1,1.02597447886849,5.30690447030006,10.4199565832721,0.14417579415705,0.124017820038535,15.1848407617398,29.3819945540195,1.02597447886849,1.17651828215724,6.10604902573342e-08
2026,17573050,3427565,17573050,17573050,17573050,17573050,17573050,17573050,17573000,17572950,166505,173996.5,1734645,24205.5,21318.95,2630595,5130095,169462,188990,0.009879725,1734645,173996.5,1734645,24205.5,21318.95,2630595,5130095,169462,188990,0.009879725,24205.5,173996.5,1734645,24205.5,21318.95,2630595,5130095,169462,188990,0.009879725,21318.95,173996.5,1734645,24205.5,21318.95,2630595,5130095,169462,188990,0.009879725,2630595,173996.5,1734645,24205.5,21318.95,2630595,5130095,169462,188990,0.009879725,5130095,173996.5,1734645,24205.5,21318.95,2630595,5130095,169462,188990,0.009879725,169461.5,173996.5,1734645,24205.5,21318.95,2630595,5130095,169462,188990,0.009879725,188988.5,173996.5,1734645,24205.5,21318.95,2630595,5130095,169462,188990,0.009879725,0.009879595,173996.5,1734645,24205.5,21318.95,2630595,5130095,169462,188990,0.009879725,15330.6,173996.5,1734645,24205.5,21318.95,2630595,5130095,169462,188990,0.009879725,4180415,173996.5,1734645,24205.5,21318.95,2630595,5130095,169462,188990,0.009879725,1851220,173996.5,1734645,24205.5,21318.95,2630595,5130095,169462,188990,0.009879725,42713.5,173996.5,1734645,24205.5,21318.95,2630595,5130095,169462,188990,0.009879725,1757940,173996.5,1734645,24205.5,21318.95,2630595,5130095,169462,188990,0.009879725,45524.45,347993,3469290,48411,42637.9,5261190,10260190,338924,377980,0.01975945,6031635,347993,3469290,48411,42637.9,5261190,10260190,338924,377980,0.01975945,7760690,347993,3469290,48411,42637.9,5261190,10260190,338924,377980,0.01975945,0.872077545308714,100,100,100,100,100,100,100,100,100,1.11522971294365,1,1,1,1,1,1,1,1,1,0.777203444539081,1,1,1,1,1,1,1,1,1,0.964326056091572,5.07638804807495,9.87105254921599,0.137742167694282,0.121316163102023,14.9694845231761,29.1929687788972,0.964328901357476,1.07545666647698,5.62212093017962e-08
2027,17889300,3548725,17889300,17889300,17889300,17889300,17889300,17889300,17889250,17889200,162253.5,174770,1686305,23794.95,21342.75,2643935,5198540,163582.5,178522,0.009371495,1686300,174770,1686305,23794.95,21342.75,2643935,5198540,163582.5,178522,0.009371495,23794.9,174770,1686305,23794.95,21342.75,2643935,5198540,163582.5,178522,0.009371495,21342.75,174770,1686305,23794.95,21342.75,2643935,5198540,163582.5,178522,0.009371495,2643935,174770,1686305,23794.95,21342.75,2643935,5198540,163582.5,178522,0.009371495,5198540,174770,1686305,23794.95,21342.75,2643935,5198540,163582.5,178522,0.009371495,163582.5,174770,1686305,23794.95,21342.75,2643935,5198540,163582.5,178522,0.009371495,178521,174770,1686305,23794.95,21342.75,2643935,5198540,163582.5,178522,0.009371495,0.00937138,174770,1686305,23794.95,21342.75,2643935,5198540,163582.5,178522,0.009371495,14729.95,174770,1686305,23794.95,21342.75,2643935,5198540,163582.5,178522,0.009371495,4244835,174770,1686305,23794.95,21342.75,2643935,5198540,163582.5,178522,0.009371495,1869980,174770,1686305,23794.95,21342.75,2643935,5198540,163582.5,178522,0.009371495,40810.1,174770,1686305,23794.95,21342.75,2643935,5198540,163582.5,178522,0.009371495,1773360,174770,1686305,23794.95,21342.75,2643935,5198540,163582.5,178522,0.009371495,45137.65,349540,3372610,47589.9,42685.5,5287870,10397080,327165,357044,0.01874299,6114815,349540,3372610,47589.9,42685.5,5287870,10397080,327165,357044,0.01874299,7842475,349540,3372610,47589.9,42685.5,5287870,10397080,327165,357044,0.01874299,0.830623787612216,100,100,100,100,100,100,100,100,100,1.09132089312732,1,1,1,1,1,1,1,1,1,0.779704748819729,1,1,1,1,1,1,1,1,1,0.914415320890141,4.92486738194704,9.42633305942659,0.133012191645285,0.119304556354916,14.7794212182701,29.0594936638102,0.914415320890141,0.997928923795017,5.23863280638598e-08
